"","ts_low_bd","ts_hi_bd","p_val","mn_phs","fao"
"1",2,16,0.000999000999000999,1.8820397291497,"ANW"
"2",2,16,0.000999000999000999,0.677269619928032,"ANW"
"3",2,16,0.001998001998002,-2.72480638720564,"ANW"
"4",2,16,0.000999000999000999,0.254110865145046,"ANW"
"5",2,16,0.001998001998002,1.3323137459711,"ANW"
"6",2,16,0.00599400599400599,-0.837837016047178,"ANW"
"7",2,16,0.00999000999000999,2.2524552093655,"ANW"
"8",2,16,0.004995004995005,-0.305977207412858,"ANW"
"9",2,16,0.000999000999000999,3.06932722462193,"ANW"
"10",2,16,0.000999000999000999,-0.398128164012928,"ANW"
"11",2,16,0.000999000999000999,2.1327770840501,"ANW"
"12",2,16,0.001998001998002,-2.25020772247888,"ANW"
"13",2,16,0.000999000999000999,0.047058076044348,"ANW"
"14",2,16,0.003996003996004,0.575563868639744,"ANW"
"15",2,16,0.002997002997003,-0.379542104721388,"ANW"
"16",2,16,0.001998001998002,-0.804659127334152,"ANW"
"17",2,16,0.004995004995005,-0.47219064674289,"ANW"
"18",2,16,0.000999000999000999,-1.07816959019955,"ANW"
"19",2,16,0.000999000999000999,2.48307531763253,"ANW"
"20",2,16,0.003996003996004,-1.28089985337879,"ANW"
"21",2,16,0.000999000999000999,0.837474543913098,"ANW"
"22",2,16,0.002997002997003,1.47418085743314,"ANW"
"23",2,16,0.000999000999000999,-0.339483410883973,"ANW"
"24",2,16,0.002997002997003,0.568754205887558,"ANW"
"25",2,16,0.001998001998002,0.0953571730663594,"ANW"
"26",2,16,0.000999000999000999,0.281867870215914,"ANE"
"27",2,16,0.000999000999000999,-0.0662677685729458,"ANE"
"28",2,16,0.000999000999000999,0.727391038573724,"ANE"
"29",2,16,0.000999000999000999,-0.253607836001351,"ANE"
"30",2,16,0.000999000999000999,-0.553071695265361,"ANE"
"31",2,16,0.003996003996004,-1.56616405183541,"ANE"
"32",2,16,0.002997002997003,0.12345319191337,"ANE"
"33",2,16,0.002997002997003,-2.84445962169779,"ANE"
"34",2,16,0.000999000999000999,1.20701859143334,"ANE"
"35",2,16,0.000999000999000999,-1.94101607192035,"ANE"
"36",2,16,0.001998001998002,-2.7359197012866,"ANE"
"37",2,16,0.002997002997003,2.27082219923336,"ANE"
"38",2,16,0.000999000999000999,2.66608291851749,"ANE"
"39",2,16,0.002997002997003,-1.50553696788532,"ANE"
"40",2,16,0.000999000999000999,2.04746318826752,"ANE"
"41",2,16,0.003996003996004,-3.08027218106273,"ANE"
"42",2,16,0.000999000999000999,-2.80596487375688,"ANE"
"43",2,16,0.004995004995005,0.0647481249578098,"ANE"
"44",2,16,0.000999000999000999,3.00684325602186,"ANE"
"45",2,16,0.001998001998002,-0.929254364853914,"ANE"
"46",2,16,0.000999000999000999,0.558087302126667,"ANE"
"47",2,16,0.000999000999000999,0.100550486262731,"ANE"
"48",2,16,0.002997002997003,-0.155316502938862,"ANE"
"49",2,16,0.000999000999000999,0.918380458005676,"ANE"
"50",2,16,0.000999000999000999,0.115711885061807,"ANE"
"51",2,16,0.000999000999000999,-1.28076850891785,"ANE"
"52",2,16,0.000999000999000999,0.0410420882679313,"ANE"
"53",2,16,0.002997002997003,-1.49131575691144,"ANE"
"54",2,16,0.001998001998002,0.46709569224102,"ANE"
"55",2,16,0.00799200799200799,2.85565867168944,"ANE"
"56",2,16,0.003996003996004,-2.44929612402009,"ANE"
"57",2,16,0.000999000999000999,0.0754929410957494,"ANE"
"58",2,16,0.002997002997003,-2.85551782606238,"ANE"
"59",2,16,0.00799200799200799,-1.29887249412854,"ANE"
"60",2,16,0.00599400599400599,-2.85970219554929,"ANE"
"61",2,16,0.000999000999000999,1.23465904342842,"ANE"
"62",2,16,0.000999000999000999,0.316338632036881,"ANE"
"63",2,16,0.00599400599400599,-1.48749856155726,"ANE"
"64",2,16,0.002997002997003,0.100561667126471,"ANE"
"65",2,16,0.00899100899100899,0.752793188718015,"ANE"
"66",2,16,0.000999000999000999,-0.639136883887702,"ANE"
"67",2,16,0.003996003996004,2.08513882793845,"ANE"
"68",2,16,0.000999000999000999,-2.99417645818482,"ANE"
"69",2,16,0.000999000999000999,-1.77503861956883,"ANE"
"70",2,16,0.004995004995005,-1.08872156278837,"ANE"
"71",2,16,0.00899100899100899,0.158612050101353,"ANE"
"72",2,16,0.004995004995005,0.0828365236168671,"ANE"
"73",2,16,0.004995004995005,-0.0497940898877513,"ANE"
"74",2,16,0.00599400599400599,1.44600048811556,"ANE"
"75",2,16,0.001998001998002,2.93007652194642,"ANE"
"76",2,16,0.004995004995005,-1.75328848000352,"ANE"
"77",2,16,0.012987012987013,-0.276044769811785,"ANE"
"78",2,16,0.000999000999000999,2.65633426215826,"ANE"
"79",2,16,0.000999000999000999,3.0994902889452,"ANE"
"80",2,16,0.001998001998002,2.73241312037037,"ANE"
"81",2,16,0.000999000999000999,-1.33624772854999,"ANE"
"82",2,16,0.001998001998002,2.79805398883482,"ANE"
"83",2,16,0.000999000999000999,0.726759259900605,"ANE"
"84",2,16,0.003996003996004,-2.62267955797918,"ANE"
"85",2,16,0.001998001998002,-2.30246575316162,"ANE"
"86",2,16,0.000999000999000999,0.58345721840822,"ANE"
"87",2,16,0.000999000999000999,-0.798394609397662,"ANE"
"88",2,16,0.000999000999000999,0.862778518686037,"ANE"
"89",2,16,0.000999000999000999,-1.47459259608833,"AWC"
"90",2,16,0.00799200799200799,-0.397689752841274,"AWC"
"91",2,16,0.000999000999000999,-0.267868027402318,"AWC"
