"","ts_low_bd","ts_hi_bd","p_val","mn_phs"
"1",2,20,0.000999000999000999,-0.0445151960134094
"2",2,20,0.000999000999000999,-0.213128355986728
"3",2,20,0.000999000999000999,0.192430505726108
"4",2,20,0.000999000999000999,-0.107535563729719
"5",2,20,0.000999000999000999,-2.04224428671864
"6",2,20,0.000999000999000999,0.0173358446265679
"7",2,20,0.000999000999000999,1.49531370678775
"8",2,20,0.000999000999000999,-0.172878628313414
"9",2,20,0.000999000999000999,-1.08159031375762
"10",2,20,0.000999000999000999,0.170393786980365
"11",2,20,0.003996003996004,0.387118676310736
"12",2,20,0.000999000999000999,-0.0117872782279038
"13",2,20,0.000999000999000999,-0.106524926957257
"14",2,20,0.000999000999000999,-0.502395014140011
"15",2,20,0.000999000999000999,-0.0463772839265718
"16",2,20,0.000999000999000999,1.16275696476139
"17",2,20,0.000999000999000999,3.07792324635526
"18",2,20,0.001998001998002,2.67732244048154
"19",2,20,0.001998001998002,-0.600833474616591
"20",2,20,0.000999000999000999,1.37734669602902
"21",2,20,0.000999000999000999,1.71330526317125
"22",2,20,0.001998001998002,0.587524080556891
"23",2,20,0.001998001998002,-2.16835424678025
"24",2,20,0.000999000999000999,0.163125015747531
"25",2,20,0.003996003996004,1.61607010042759
"26",2,20,0.000999000999000999,-0.252963069048381
"27",2,20,0.000999000999000999,0.804971103907148
"28",2,20,0.000999000999000999,-1.02822218197869
"29",2,20,0.000999000999000999,2.93546868828201
"30",2,20,0.000999000999000999,2.36232276962359
"31",2,20,0.000999000999000999,-0.25681886850144
"32",2,20,0.000999000999000999,2.1407863051683
"33",2,20,0.000999000999000999,-2.63500265691801
"34",2,20,0.001998001998002,-2.43876601827446
"35",2,20,0.000999000999000999,-0.305675917164507
"36",2,20,0.000999000999000999,2.76449057936338
"37",2,20,0.002997002997003,1.44587702866272
"38",2,20,0.000999000999000999,-0.755514874805749
"39",2,20,0.001998001998002,-0.54294971386647
"40",2,20,0.001998001998002,-0.118942390898856
"41",2,20,0.001998001998002,-0.985805885726609
"42",2,20,0.000999000999000999,-0.580882991408926
"43",2,20,0.000999000999000999,0.857168466632287
"44",2,20,0.000999000999000999,-0.812325984088927
"45",2,20,0.000999000999000999,2.86117337094572
"46",2,20,0.001998001998002,-1.04898336888559
"47",2,20,0.000999000999000999,-3.07878201561679
"48",2,20,0.000999000999000999,-1.08852714763306
"49",2,20,0.001998001998002,-0.695973827392946
"50",2,20,0.001998001998002,1.77917917363596
"51",2,20,0.001998001998002,3.12988090966402
"52",2,20,0.000999000999000999,-0.489235227401547
"53",2,20,0.000999000999000999,2.20234852776697
"54",2,20,0.000999000999000999,-0.19843345103907
"55",2,20,0.000999000999000999,0.131086863114839
"56",2,20,0.000999000999000999,-1.03148690256404
"57",2,20,0.000999000999000999,-2.22988366456597
"58",2,20,0.000999000999000999,-0.300494740294252
"59",2,20,0.000999000999000999,-2.61966498052831
"60",2,20,0.000999000999000999,0.896784512160663
"61",2,20,0.000999000999000999,-2.434948018908
"62",2,20,0.002997002997003,0.480866908566251
"63",2,20,0.000999000999000999,-2.25764687170138
"64",2,20,0.000999000999000999,-2.06217261632685
"65",2,20,0.000999000999000999,-1.64356417149228
"66",2,20,0.003996003996004,1.17974877618234
"67",2,20,0.001998001998002,-0.996339433231772
"68",2,20,0.001998001998002,2.5041636201139
"69",2,20,0.004995004995005,-0.233994470989097
"70",2,20,0.000999000999000999,0.402193691782317
"71",2,20,0.001998001998002,0.692334478523444
"72",2,20,0.002997002997003,-1.79887466309661
"73",2,20,0.000999000999000999,-0.200381868938106
"74",2,20,0.000999000999000999,0.508084194466
"75",2,20,0.000999000999000999,3.0622156157994
"76",2,20,0.000999000999000999,1.11277725699774
"77",2,20,0.000999000999000999,0.526382365053162
"78",2,20,0.000999000999000999,0.322594544099974
"79",2,20,0.000999000999000999,2.35657718011342
"80",2,20,0.000999000999000999,-0.106264945436972
"81",2,20,0.001998001998002,1.72729000027389
"82",2,20,0.000999000999000999,0.345033841229338
"83",2,20,0.00599400599400599,2.38748068645224
"84",2,20,0.003996003996004,-1.41468136987959
"85",2,20,0.000999000999000999,-1.53202854774534
"86",2,20,0.004995004995005,1.88669590415829
"87",2,20,0.001998001998002,-1.00976757656686
"88",2,20,0.000999000999000999,0.966956816897847
"89",2,20,0.000999000999000999,-0.539823236066615
"90",2,20,0.000999000999000999,-0.248384378170141
"91",2,20,0.000999000999000999,-2.86685558137343
"92",2,20,0.000999000999000999,-0.865707408308773
"93",2,20,0.001998001998002,-2.48887427810947
"94",2,20,0.000999000999000999,-0.262923323565137
"95",2,20,0.000999000999000999,-0.811304078793434
"96",2,20,0.002997002997003,-1.23715929464462
"97",2,20,0.001998001998002,-0.990104535767632
"98",2,20,0.000999000999000999,-2.60349678561258
"99",2,20,0.000999000999000999,2.50049849273544
"100",2,20,0.000999000999000999,-1.94153592299949
"101",2,20,0.000999000999000999,-2.76037081397586
"102",2,20,0.000999000999000999,-3.13817730514048
"103",2,20,0.000999000999000999,1.25941937321952
"104",2,20,0.000999000999000999,0.803467092747389
"105",2,20,0.002997002997003,2.3800316470112
"106",2,20,0.000999000999000999,-1.94722114555839
"107",2,20,0.002997002997003,0.50868737673984
"108",2,20,0.000999000999000999,-0.369150317654182
"109",2,20,0.001998001998002,1.29836982626859
"110",2,20,0.001998001998002,-1.69428171885653
"111",2,20,0.001998001998002,0.673181134144311
"112",2,20,0.000999000999000999,1.83053307719142
"113",2,20,0.00999000999000999,-1.14122374124789
"114",2,20,0.001998001998002,2.23923462919167
"115",2,20,0.000999000999000999,0.659129231449797
"116",2,20,0.000999000999000999,-0.131277267550904
"117",2,20,0.000999000999000999,-0.487650102596477
"118",2,20,0.000999000999000999,1.12427938792761
"119",2,20,0.002997002997003,0.352204511345977
"120",2,20,0.000999000999000999,2.08119537061062
"121",2,20,0.000999000999000999,-0.330798788698888
"122",2,20,0.000999000999000999,2.53588218951046
"123",2,20,0.000999000999000999,1.89864324769738
"124",2,20,0.003996003996004,0.0258310870846842
"125",2,20,0.001998001998002,-1.51191541463389
"126",2,20,0.000999000999000999,1.00295779003241
"127",2,20,0.003996003996004,-1.15094735340198
"128",2,20,0.001998001998002,-0.713130898565714
"129",2,20,0.001998001998002,0.195721371479014
"130",2,20,0.000999000999000999,2.11632053682814
"131",2,20,0.001998001998002,0.921967758662599
"132",2,20,0.000999000999000999,-2.43326299115999
"133",2,20,0.000999000999000999,-1.68097573758318
"134",2,20,0.000999000999000999,-3.07003493395989
"135",2,20,0.000999000999000999,-2.18076505112211
"136",2,20,0.000999000999000999,1.29155509503522
"137",2,20,0.000999000999000999,0.0496513823040882
"138",2,20,0.000999000999000999,-0.76594575862121
"139",2,20,0.000999000999000999,1.1979089430416
"140",2,20,0.002997002997003,-2.77362347450597
"141",2,20,0.001998001998002,0.63579641220951
"142",2,20,0.002997002997003,2.68228324533015
"143",2,20,0.002997002997003,0.228407770550024
"144",2,20,0.001998001998002,-0.00178653976617506
"145",2,20,0.000999000999000999,-0.470232943188909
"146",2,20,0.000999000999000999,-0.110725600783131
"147",2,20,0.000999000999000999,-0.386214322917568
"148",2,20,0.000999000999000999,-1.43641054941826
"149",2,20,0.000999000999000999,-1.56440405147264
"150",2,20,0.000999000999000999,0.0553661413599807
"151",2,20,0.002997002997003,-0.133484159886409
"152",2,20,0.000999000999000999,-2.33453776069392
"153",2,20,0.001998001998002,2.72886542212149
"154",2,20,0.000999000999000999,2.55109300893974
"155",2,20,0.000999000999000999,0.313000442657015
"156",2,20,0.000999000999000999,0.750850118244278
"157",2,20,0.000999000999000999,2.217989648637
"158",2,20,0.001998001998002,-0.528315032690513
"159",2,20,0.000999000999000999,-3.05404337609568
"160",2,20,0.000999000999000999,-3.05696557796344
"161",2,20,0.000999000999000999,0.185065255300547
"162",2,20,0.000999000999000999,2.75577514801581
"163",2,20,0.000999000999000999,1.52812222428175
"164",2,20,0.000999000999000999,0.0148582708851367
"165",2,20,0.000999000999000999,-1.88310842765455
"166",2,20,0.000999000999000999,0.340143518080281
"167",2,20,0.000999000999000999,0.929271686561606
"168",2,20,0.000999000999000999,-1.13676060449333
"169",2,20,0.000999000999000999,0.917536203932432
"170",2,20,0.001998001998002,2.5657659413064
"171",2,20,0.000999000999000999,2.69811941962258
"172",2,20,0.001998001998002,2.66338203523473
"173",2,20,0.000999000999000999,2.74078382979962
"174",2,20,0.000999000999000999,-1.1639206510916
