"","ts_low_bd","ts_hi_bd","p_val","mn_phs","ocean"
"1",2,20,0.000999000999000999,1.49531370678775,"atl"
"2",2,20,0.000999000999000999,0.387118676310736,"atl"
"3",2,20,0.000999000999000999,3.07792324635526,"atl"
"4",2,20,0.000999000999000999,2.67732244048154,"atl"
"5",2,20,0.001998001998002,1.71330526317125,"atl"
"6",2,20,0.000999000999000999,-0.252963069048381,"atl"
"7",2,20,0.000999000999000999,0.804971103907148,"atl"
"8",2,20,0.000999000999000999,-0.305675917164507,"atl"
"9",2,20,0.000999000999000999,2.76449057936338,"atl"
"10",2,20,0.000999000999000999,1.44587702866272,"atl"
"11",2,20,0.000999000999000999,-0.118942390898856,"atl"
"12",2,20,0.000999000999000999,-0.580882991408926,"atl"
"13",2,20,0.000999000999000999,-1.04898336888559,"atl"
"14",2,20,0.000999000999000999,-3.07878201561679,"atl"
"15",2,20,0.000999000999000999,3.12988090966402,"atl"
"16",2,20,0.000999000999000999,2.20234852776697,"atl"
"17",2,20,0.000999000999000999,-2.22988366456597,"atl"
"18",2,20,0.000999000999000999,-2.61966498052831,"atl"
"19",2,20,0.001998001998002,-2.06217261632685,"atl"
"20",2,20,0.001998001998002,-2.86685558137343,"atl"
"21",2,20,0.002997002997003,-1.69428171885653,"atl"
"22",2,20,0.001998001998002,-1.14122374124789,"atl"
"23",2,20,0.000999000999000999,0.659129231449797,"atl"
"24",2,20,0.000999000999000999,1.12427938792761,"atl"
"25",2,20,0.000999000999000999,2.08119537061062,"atl"
"26",2,20,0.003996003996004,0.0258310870846842,"atl"
"27",2,20,0.000999000999000999,0.921967758662599,"atl"
"28",2,20,0.000999000999000999,1.29155509503522,"atl"
"29",2,20,0.000999000999000999,-2.77362347450597,"atl"
"30",2,20,0.001998001998002,0.63579641220951,"atl"
"31",2,20,0.000999000999000999,-0.110725600783131,"atl"
"32",2,20,0.001998001998002,-0.386214322917568,"atl"
"33",2,20,0.001998001998002,-1.56440405147264,"atl"
"34",2,20,0.000999000999000999,-3.05404337609568,"atl"
"35",2,20,0.000999000999000999,0.929271686561606,"atl"
"36",2,20,0.000999000999000999,0.917536203932432,"atl"
"37",2,20,0.001998001998002,2.5657659413064,"atl"
"38",2,20,0.000999000999000999,-1.82481555507687,"atl"
"39",2,20,0.002997002997003,0.467893000831164,"atl"
"40",2,20,0.001998001998002,-2.7344488664056,"atl"
"41",2,20,0.000999000999000999,-2.82816587382954,"atl"
"42",2,20,0.000999000999000999,0.947873475764586,"atl"
"43",2,20,0.001998001998002,2.97762459758829,"atl"
"44",2,20,0.001998001998002,-2.70869534927421,"atl"
"45",2,20,0.000999000999000999,1.63216287197274,"atl"
"46",2,20,0.001998001998002,2.30094336214726,"atl"
"47",2,20,0.000999000999000999,-2.31658455401551,"atl"
"48",2,20,0.000999000999000999,-1.9348923822836,"atl"
"49",2,20,0.000999000999000999,0.575800193533741,"atl"
"50",2,20,0.001998001998002,1.11084861169026,"atl"
"51",2,20,0.001998001998002,2.41794105945484,"atl"
"52",2,20,0.001998001998002,-0.805733434420695,"atl"
"53",2,20,0.000999000999000999,-1.30604593995886,"atl"
"54",2,20,0.000999000999000999,-3.0018133779447,"atl"
"55",2,20,0.000999000999000999,0.0377243416485207,"atl"
"56",2,20,0.000999000999000999,-0.223523959491419,"atl"
"57",2,20,0.001998001998002,-0.973727514656214,"atl"
"58",2,20,0.001998001998002,2.02486636667911,"atl"
"59",2,20,0.001998001998002,-0.553264157177,"atl"
"60",2,20,0.001998001998002,-3.06495659763583,"atl"
"61",2,20,0.001998001998002,-1.09565434742392,"atl"
"62",2,20,0.000999000999000999,1.86276383490882,"atl"
"63",2,20,0.000999000999000999,-0.386553255572373,"atl"
"64",2,20,0.000999000999000999,-0.0362407094824879,"atl"
"65",2,20,0.002997002997003,1.76055292456086,"atl"
"66",2,20,0.000999000999000999,1.73324030812715,"atl"
"67",2,20,0.000999000999000999,-1.16006389627391,"atl"
"68",2,20,0.002997002997003,2.57641420986467,"atl"
"69",2,20,0.000999000999000999,-1.04665659392502,"atl"
"70",2,20,0.000999000999000999,0.437969585741685,"atl"
"71",2,20,0.002997002997003,2.67949575848625,"atl"
"72",2,20,0.000999000999000999,-0.142878706137297,"atl"
"73",2,20,0.000999000999000999,-1.70405311598878,"atl"
"74",2,20,0.000999000999000999,-2.6327442203317,"atl"
"75",2,20,0.002997002997003,0.171795602206042,"atl"
"76",2,20,0.001998001998002,-0.469279593941206,"atl"
"77",2,20,0.000999000999000999,0.778295691556071,"atl"
